,ARI,AMI,Sil
0,0.0034650205682759177,0.029326813252405354,0.81283677
1,0.002247721437958906,0.010040491812751696,0.8163737
2,0.0006320719125583303,0.013697946201365394,0.80907214
3,0.002786832542266015,0.04188453343544583,0.8239776
4,0.001168287288274604,0.01729534094729022,0.825959
5,0.0019479627652561594,0.03241451191952706,0.8205468
